priority_rank,priority_score,action_bucket,evidence_gap,status,symbol,market,research_topic,signal_to_validate,needed_input,verification_method,risk_if_skipped,blockers,task_id,source_report
167,77,ManualReview,RiskGate,待验证,300024,CN,盘后：| Name | 验证状态 | 回测对象 | 样本区间 | 成本假设 | 模拟次数 | 重跑要求 | 风险闸门 | 验证结论 | | --- | --- | -,| Name | 验证状态 | 回测对象 | 样本区间 | 成本假设 | 模拟次数 | 重跑要求 | 风险闸门 | 验证结论 | | --- | --- | --- | --- | --- | --- | --- | --- | --- | | 机器人 | NeedsMoreEvidence | 300024 | 可用历史样本 725 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_7012a6f4e19d6f27359f,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
168,77,ManualReview,RiskGate,待验证,000001,CN,盘后：| | 化工行业ETF易方达 | NeedsMoreEvidence | 516570 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确,| | 化工行业ETF易方达 | NeedsMoreEvidence | 516570 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_19d82b2528b9deb12e2c,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
169,77,ManualReview,RiskGate,待验证,000688,CN,盘后：| | 化工行业ETF易方达 | NeedsMoreEvidence | 516570 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确,| | 化工行业ETF易方达 | NeedsMoreEvidence | 516570 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_f28172fa126fe13d1192,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
170,77,ManualReview,RiskGate,待验证,300024,CN,盘后：| | 化工行业ETF易方达 | NeedsMoreEvidence | 516570 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确,| | 化工行业ETF易方达 | NeedsMoreEvidence | 516570 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_79b29a71d363c44f96a2,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
171,77,ManualReview,RiskGate,待验证,399986,CN,盘后：| | 化工行业ETF易方达 | NeedsMoreEvidence | 516570 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确,| | 化工行业ETF易方达 | NeedsMoreEvidence | 516570 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_e33b6c94f4a8b9b1b883,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
172,77,ManualReview,RiskGate,待验证,000001,CN,盘后：| | 人工智能ETF易方达 | NeedsMoreEvidence | 159819 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确,| | 人工智能ETF易方达 | NeedsMoreEvidence | 159819 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_0ccd3ee09e834b9e0221,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
173,77,ManualReview,RiskGate,待验证,000688,CN,盘后：| | 人工智能ETF易方达 | NeedsMoreEvidence | 159819 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确,| | 人工智能ETF易方达 | NeedsMoreEvidence | 159819 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_bb55f547d01ed8373d27,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
174,77,ManualReview,RiskGate,待验证,300024,CN,盘后：| | 人工智能ETF易方达 | NeedsMoreEvidence | 159819 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确,| | 人工智能ETF易方达 | NeedsMoreEvidence | 159819 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_a492c00fd24273afdae9,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
175,77,ManualReview,RiskGate,待验证,399986,CN,盘后：| | 人工智能ETF易方达 | NeedsMoreEvidence | 159819 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确,| | 人工智能ETF易方达 | NeedsMoreEvidence | 159819 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_03f74c6a18950d0aced5,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
176,77,ManualReview,RiskGate,待验证,000001,CN,盘后：| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理,| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_c544dacb7ecade94170e,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
177,77,ManualReview,RiskGate,待验证,000688,CN,盘后：| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理,| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_bf89c088c97c45dd6f7e,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
178,77,ManualReview,RiskGate,待验证,300024,CN,盘后：| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理,| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_b99e649118991c489b75,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
179,77,ManualReview,RiskGate,待验证,399986,CN,盘后：| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理,| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_680b4be41882af625eed,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
180,77,ManualReview,RiskGate,待验证,000001,CN,盘后：| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点,| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_593e69563e4fb6105414,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
181,77,ManualReview,RiskGate,待验证,000688,CN,盘后：| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点,| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_87745ad9fe845cb781a1,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
182,77,ManualReview,RiskGate,待验证,300024,CN,盘后：| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点,| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_ba1db887c77cc9285655,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
183,77,ManualReview,RiskGate,待验证,399986,CN,盘后：| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点,| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_406fee9787ecec64c353,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
184,77,ManualReview,RiskGate,待验证,000001,CN,盘后：| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确,| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_0b865843fdccf5966061,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
185,77,ManualReview,RiskGate,待验证,000688,CN,盘后：| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确,| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_3ae80ac1cfc1c4ab4d58,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
186,77,ManualReview,RiskGate,待验证,300024,CN,盘后：| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确,| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_d653eddb687b42cc831a,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
187,77,ManualReview,RiskGate,待验证,399986,CN,盘后：| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确,| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_fd03a58de94b083eedb3,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
188,77,ManualReview,RiskGate,待验证,000001,CN,盘后：| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_3e092048b5da216a5da6,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
189,77,ManualReview,RiskGate,待验证,000688,CN,盘后：| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_eb8b6bc8123e6502d209,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
190,77,ManualReview,RiskGate,待验证,300024,CN,盘后：| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_0066ca0e56af4699b919,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
191,77,ManualReview,RiskGate,待验证,399986,CN,盘后：| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_a62a0f322f37dfe82765,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
192,77,ManualReview,RiskGate,待验证,000001,CN,盘后：| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_9e7df1d1a7c3fbbbf4d8,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
193,77,ManualReview,RiskGate,待验证,000688,CN,盘后：| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_03721f99dc07206a698f,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
194,77,ManualReview,RiskGate,待验证,300024,CN,盘后：| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_5ed09eae89785cb8e76b,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
195,77,ManualReview,RiskGate,待验证,399986,CN,盘后：| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_6c7b6a8310809eb2b944,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
196,77,ManualReview,RiskGate,待验证,000001,CN,盘后：| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认,| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_a4f976b396f4081c801f,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
197,77,ManualReview,RiskGate,待验证,000688,CN,盘后：| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认,| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_e82d31f7b237cc6652a8,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
198,77,ManualReview,RiskGate,待验证,300024,CN,盘后：| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认,| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_682f5b30a63732f953ef,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
199,77,ManualReview,RiskGate,待验证,399986,CN,盘后：| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认,| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_03cc232aaf26947c1b4c,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
